iso3,country,disaggregation,disagg.value,region,subregion,section,diarrhea_zinc_2005,diarrhea_zinc_2006,diarrhea_zinc_2007,diarrhea_zinc_2008,diarrhea_zinc_2009,diarrhea_zinc_2010,diarrhea_zinc_2011,diarrhea_zinc_2012,diarrhea_zinc_2013,diarrhea_zinc_2014,diarrhea_zinc_2015,diarrhea_zinc_2016,diarrhea_zinc_2017,diarrhea_zinc_2018,diarrhea_zinc_2019,diarrhea_zinc_2020,vit_a_2000,vit_a_2001,vit_a_2002,vit_a_2003,vit_a_2004,vit_a_2005,vit_a_2006,vit_a_2007,vit_a_2008,vit_a_2009,vit_a_2010,vit_a_2011,vit_a_2012,vit_a_2013,vit_a_2014,vit_a_2015,vit_a_2016,vit_a_2017,vit_a_2018,iron_supp_2004,iron_supp_2005,iron_supp_2006,iron_supp_2007,iron_supp_2008,iron_supp_2009,iron_supp_2010,iron_supp_2011,iron_supp_2012,iron_supp_2013,iron_supp_2014,iron_supp_2015,iron_supp_2016,iron_supp_2017,iron_supp_2018,iron_supp_2019,iron_tablets_2000,iron_tablets_2001,iron_tablets_2002,iron_tablets_2003,iron_tablets_2004,iron_tablets_2005,iron_tablets_2006,iron_tablets_2007,iron_tablets_2008,iron_tablets_2009,iron_tablets_2010,iron_tablets_2011,iron_tablets_2012,iron_tablets_2013,iron_tablets_2014,iron_tablets_2015,iron_tablets_2016,iron_tablets_2017,iron_tablets_2018,iron_tablets_2019,iodised_salt_2000,iodised_salt_2001,iodised_salt_2002,iodised_salt_2003,iodised_salt_2004,iodised_salt_2005,iodised_salt_2006,iodised_salt_2007,iodised_salt_2008,iodised_salt_2009,iodised_salt_2010,iodised_salt_2011,iodised_salt_2012,iodised_salt_2013,iodised_salt_2014,iodised_salt_2015,iodised_salt_2016,iodised_salt_2017,iodised_salt_2018
ERI,Eritrea,sex,Female,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.65,,,,,,,,89.49,,,,,,,,
ERI,Eritrea,sex,Male,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.41,,,,,,,,83.22,,,,,,,,
ERI,Eritrea,total,Total,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,-,39,34,-,0,46,50,46,45,42,39,39,38,36,49,51,-,-,36,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,72.33,,,,,,,,86.25,,,,,,,,
ERI,Eritrea,wealth,Highest,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8,,,,,,,,,,,,,,,,,,,,87.78,,,,,,,,98.82,,,,,,,,
ERI,Eritrea,wealth,Lowest,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,,,,,,,,,,,,,,,,,,,,59.66,,,,,,,,72.52,,,,,,,,
ERI,Eritrea,wealth,Middle,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,,,,,,,,,,,,,,,,,,,,67.11,,,,,,,,84.15,,,,,,,,
ERI,Eritrea,wealth,Second highest,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,,,,,,,,,,,,,,,,,,,,82.88,,,,,,,,95.75,,,,,,,,
ERI,Eritrea,wealth,Second lowest,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,,,,,,,,,,,,,,,,,,,,61.73,,,,,,,,77.37,,,,,,,,
ETH,Ethiopia,education,Higher,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,10.5,,,,,,,,,21.3,,,,,,42.8,,,,,68.9,,,80.7,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,education,None,Africa,Eastern Africa,Intervention coverage,0.2,,,,,,0.1,,,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,8.2,,,,,,,,,9.4,,,,,,14.8,,,,,36.2,,,49,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,education,Primary,Africa,Eastern Africa,Intervention coverage,0.5,,,,,,0,,,,,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,10.8,,,,,,,,,11.6,,,,,,19.1,,,,,47.9,,,67.6,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,education,Secondary,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,14.3,,,,,,,,,22.9,,,,,,31.1,,,,,64.7,,,83.7,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,education,Secondary or higher,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,location,Rural,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,9.1,,,,,,,,,9.5,,,,,,15.2,,,,,39.3,,,56.5,26.21,,,,,54.38,,,,,,12.68,,,,,85.44,,
ETH,Ethiopia,location,Urban,Africa,Eastern Africa,Intervention coverage,0.2,,,,,,0.1,,,,,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,10.3,,,,,,,,,20.1,,,,,,27.2,,,,,60.6,,,69.7,40.46,,,,,53.8,,,,,,21.06,,,,,86.32,,
ETH,Ethiopia,mothers_age,20-34,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,17.8,,,,,43.5,,,62.6,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,mothers_age,35-49,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,17.2,,,,,35.3,,,46.9,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,mothers_age,Under 20,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,12,,,,,43.6,,,59.7,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,sex,Female,Africa,Eastern Africa,Intervention coverage,0.1,,,,,,0,,,,,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,28.32,,,,,52.88,,,,,,15.06,,,,,85.39,,
ETH,Ethiopia,sex,Male,Africa,Eastern Africa,Intervention coverage,0.4,,,,,,0.1,,,,,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,28.48,,,,,54.72,,,,,,14.39,,,,,85.69,,
ETH,Ethiopia,total,Total,Africa,Eastern Africa,Intervention coverage,0.2,,,,,,0,,,,,33.3,,,,,0,0,-,22,0,58,80,86,88,84,84,71,31,79,71,74,79,77,48,,,,,,,,6,,,,,9.2,,,,,,,,,10.4,,,,,,17,,,,,42.1,,,60,28.44,,,,,54.3,,,,,,14.57,,,,84.6,85.62,,
ETH,Ethiopia,wealth,Highest,Africa,Eastern Africa,Intervention coverage,0.7,,,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,9.5,,,,,,,,,17.4,,,,,,28.7,,,,,56.6,,,79.3,38.19,,,,,53.1,,,,,,20.38,,,,,86.21,,
ETH,Ethiopia,wealth,Lowest,Africa,Eastern Africa,Intervention coverage,0.2,,,,,,0.1,,,,,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,6.9,,,,,,,,,6.1,,,,,,13.2,,,,,31.4,,,39.2,24.31,,,,,56.54,,,,,,10.6,,,,,80.89,,
ETH,Ethiopia,wealth,Middle,Africa,Eastern Africa,Intervention coverage,0.4,,,,,,0,,,,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,10.7,,,,,,,,,10.5,,,,,,15.2,,,,,39.2,,,63.9,25.78,,,,,56.01,,,,,,14.08,,,,,87.18,,
ETH,Ethiopia,wealth,Second highest,Africa,Eastern Africa,Intervention coverage,,,,,,,0,,,,,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,11.6,,,,,,,,,11.1,,,,,,17.9,,,,,45.4,,,64.6,29.52,,,,,54.03,,,,,,14.98,,,,,87.01,,
ETH,Ethiopia,wealth,Second lowest,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,8.3,,,,,,,,,8.5,,,,,,12.6,,,,,41.3,,,54.2,22.87,,,,,51.99,,,,,,11.26,,,,,86.74,,
FSM,Micronesia (Federated States of),total,Total,Oceania,Micronesia,Intervention coverage,,,,,,,,,,,,,,,,,51,44,-,88,-,73,68,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,education,Higher,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,,,,,,,,,,,,,,,,,,,,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,education,None,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,education,Primary,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,,,,,,,,,,,,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,education,Secondary,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,,,,,,,,,,,,,,,,,,,,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,location,Rural,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,77.1,,,,,,,,15.99,,,,,,,,,,,,92.64,,,,,,
GAB,Gabon,location,Urban,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,,,,,,,,,,,,,,,,,,,,90.8,,,,,,,,15,,,,,,,,,,,,88.83,,,,,,
GAB,Gabon,mothers_age,20-34,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,mothers_age,35-49,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,mothers_age,Under 20,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,sex,Female,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.21,,,,,,,,,,,,94.08,,,,,,
GAB,Gabon,sex,Male,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24,,,,,,,,,,,,87.48,,,,,,
GAB,Gabon,total,Total,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,0,0,0,0,-,-,0,0,0,0,1,-,2,-,-,-,-,0,0,,,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,88.8,,,,,,,,15.27,,,,,,,,,,,,89.47,,,,,,
GAB,Gabon,wealth,Highest,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,92.3,,,,,,,,17.26,,,,,,,,,,,,97.38,,,,,,
GAB,Gabon,wealth,Lowest,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,,,,,,,,,,,,,,,,,,,,76.9,,,,,,,,16.14,,,,,,,,,,,,89.36,,,,,,
GAB,Gabon,wealth,Middle,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,,,,,,,,,,,,,,,,,,,,91.7,,,,,,,,13.14,,,,,,,,,,,,87.92,,,,,,
GAB,Gabon,wealth,Second highest,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,,,,93.7,,,,,,,,16.45,,,,,,,,,,,,89.16,,,,,,
GAB,Gabon,wealth,Second lowest,Africa,Middle Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,,,,,,,,,,,,,,,,,,,,89.2,,,,,,,,13.97,,,,,,,,,,,,84.59,,,,,,
GEO,Georgia,education,None,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,Georgia,education,Primary,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,Georgia,education,Secondary or higher,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,Georgia,location,Rural,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.35,,,,99.8,,,,,,,,,
GEO,Georgia,location,Urban,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.31,,,,100,,,,,,,,,
GEO,Georgia,sex,Female,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3,,,,,,,,,,,,,
GEO,Georgia,sex,Male,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.34,,,,,,,,,,,,,
GEO,Georgia,total,Total,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.33,,,,99.9,,,,,,,,,
GEO,Georgia,wealth,Highest,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,
GEO,Georgia,wealth,Lowest,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,,,,,,,,,,,,,
GEO,Georgia,wealth,Middle,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.01,,,,,,,,,,,,,
GEO,Georgia,wealth,Second highest,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.07,,,,,,,,,,,,,
GEO,Georgia,wealth,Second lowest,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.66,,,,,,,,,,,,,
GHA,Ghana,education,Higher,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,,,,,20.6,,,,,,,,,82.9,,,,,86.5,,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,education,None,Africa,Western Africa,Intervention coverage,,,,1.9,,,0.1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,,,,,17.4,,,,,,,,,70.6,,,,,78.6,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,education,Primary,Africa,Western Africa,Intervention coverage,,,,0.5,,,0.2,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,,,,,,27.4,,,,,,,,,82,,,,,88,,,,,,90.7,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,education,Secondary,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,,,,,,27.4,,,,,,,,,85.9,,,,,91.3,,,,,,93.4,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,education,Secondary or higher,Africa,Western Africa,Intervention coverage,,,,2.5,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,location,Rural,Africa,Western Africa,Intervention coverage,,,,2.2,,,,,,6.2,,,,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,,,,,,24.4,,,,,,,,,75.7,,,,,84.2,,,,,,91,,,,,,,,,28.51,,,41.02,,,,,63.64,,,52,63.03,,,
GHA,Ghana,location,Urban,Africa,Western Africa,Intervention coverage,,,,1.6,,,0.2,,,8.2,,,,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,34.2,,,,,,24.3,,,,,,,,,85.1,,,,,89.9,,,,,,93,,,,,,,,,48.85,,,62.55,,,,,71.82,,,60.66,64.38,,,
GHA,Ghana,mothers_age,20-34,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,,,,,86.7,,,,,,92.2,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,mothers_age,35-49,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,,,,,85.6,,,,,,92.1,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,mothers_age,Under 20,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.9,,,,,86.8,,,,,,89.4,,,,,,,,,,,,,,,,,,,,,,,,
GHA,Ghana,sex,Female,Africa,Western Africa,Intervention coverage,,,,1.3,,,0.2,,,8.8,,,,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.07,,,55.69,,,,,70.75,,,57.84,,,,
GHA,Ghana,sex,Male,Africa,Western Africa,Intervention coverage,,,,2.2,,,0.1,,,6.4,,,,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,,,,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.66,,,48.74,,,,,66.76,,,56.2,,,,
GHA,Ghana,total,Total,Africa,Western Africa,Intervention coverage,,,,1.8,,,0.1,,,7.4,,,,37.1,,,89,99,99,99,50,96,26,77,24,90,93,94,17,96,23,28,33,50,45,,,,,27.5,,,,,,24.4,,,,,,,,,79.1,,,,,86.5,,,,,,91.9,,,,,,,,,37.84,,,50.76,,,,,68,,,56.75,63.91,,,
GHA,Ghana,wealth,Highest,Africa,Western Africa,Intervention coverage,,,,4.1,,,,,,2.6,,,,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,,,,,,26.5,,,,,,,,,85.7,,,,,93,,,,,,95.9,,,,,,,,,63.28,,,79.16,,,,,83.45,,,74.26,,,,
GHA,Ghana,wealth,Lowest,Africa,Western Africa,Intervention coverage,,,,2.2,,,0.1,,,7.9,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,,,18.8,,,,,,,,,68.1,,,,,77.4,,,,,,89.4,,,,,,,,,19.27,,,26.74,,,,,63.08,,,50.84,,,,
GHA,Ghana,wealth,Middle,Africa,Western Africa,Intervention coverage,,,,0.7,,,0.4,,,10.3,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,,,,,,27.8,,,,,,,,,82.3,,,,,87.6,,,,,,90.3,,,,,,,,,33.65,,,45.32,,,,,60.4,,,49.11,,,,
GHA,Ghana,wealth,Second highest,Africa,Western Africa,Intervention coverage,,,,2.7,,,,,,4.7,,,,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,37.8,,,,,,24.5,,,,,,,,,83.9,,,,,92.1,,,,,,93.3,,,,,,,,,40.54,,,57.56,,,,,67.69,,,59,,,,
GHA,Ghana,wealth,Second lowest,Africa,Western Africa,Intervention coverage,,,,0.7,,,0.2,,,8.2,,,,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,,,,,,25.2,,,,,,,,,79.4,,,,,85,,,,,,91,,,,,,,,,25.53,,,38.85,,,,,61.09,,,46.17,,,,
GIN,Guinea,education,Higher,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,,,,,,35.2,,,,,,,,,,,,,,96.1,,,,,,88.5,,,,,,,,,,,,,,,,,,,,
GIN,Guinea,education,None,Africa,Western Africa,Intervention coverage,,,,,,,,0.5,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,,,,,22.5,,,,,,,72.7,,,,,,,78,,,,,,77.6,,,,,,,,,,,,,,,,,,,,
GIN,Guinea,education,Primary,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,21.8,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,25.3,,,,,,,86.9,,,,,,,90.1,,,,,,84.4,,,,,,,,,,,,,,,,,,,,
GIN,Guinea,education,Secondary,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,,29.5,,,,,,,91.5,,,,,,,94,,,,,,90.7,,,,,,,,,,,,,,,,,,,,
GIN,Guinea,education,Secondary or higher,Africa,Western Africa,Intervention coverage,,,,,,,,1.8,,,,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,Guinea,location,Rural,Africa,Western Africa,Intervention coverage,,,,,,,,1,,,,34.8,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,21.1,,,,,,,70.9,,,,,,,76.8,,,,,,76.4,,,,,,,49.2,,,,,,,63.21,,,,74.69,,
GIN,Guinea,location,Urban,Africa,Western Africa,Intervention coverage,,,,,,,,0.4,,,,24.3,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,30.1,,,,,,,87.8,,,,,,,93,,,,,,88.3,,,,,,,38.16,,,,,,,55.4,,,,68.9,,
GIN,Guinea,mothers_age,20-34,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.9,,,,,,,82,,,,,,80.6,,,,,,,,,,,,,,,,,,,,
GIN,Guinea,mothers_age,35-49,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,,,,,,,77,,,,,,76,,,,,,,,,,,,,,,,,,,,
GIN,Guinea,mothers_age,Under 20,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1,,,,,,,82.7,,,,,,81.8,,,,,,,,,,,,,,,,,,,,
GIN,Guinea,sex,Female,Africa,Western Africa,Intervention coverage,,,,,,,,0.6,,,,23.4,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,63.55,,,,70.68,,
GIN,Guinea,sex,Male,Africa,Western Africa,Intervention coverage,,,,,,,,0.5,,,,31,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,,,,,,,60.07,,,,73.12,,
GIN,Guinea,total,Total,Africa,Western Africa,Intervention coverage,,,,,,,,0.5,,,,27.5,,26,,,0,75,94,88,99,99,93,94,94,97,97,88,99,-,-,69,-,64,82,,,,,,,,,11.5,,,,,,23.8,,,,,,,75,,,,,,,81.3,,,,,,80,,,,,,,46.08,,,,,,,60.67,,,,72.64,,
GIN,Guinea,wealth,Highest,Africa,Western Africa,Intervention coverage,,,,,,,,1,,,,42,,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,,,,,,29.3,,,,,,,88.9,,,,,,,93.7,,,,,,87.9,,,,,,,41.06,,,,,,,55.24,,,,69.91,,
GIN,Guinea,wealth,Lowest,Africa,Western Africa,Intervention coverage,,,,,,,,0.4,,,,17.5,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,22.6,,,,,,,61.3,,,,,,,64.7,,,,,,67.2,,,,,,,47.43,,,,,,,58.13,,,,72.79,,
GIN,Guinea,wealth,Middle,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,31.6,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,22.6,,,,,,,76.6,,,,,,,84.8,,,,,,82.2,,,,,,,47.99,,,,,,,65.95,,,,77.77,,
