iso3,country,disaggregation,disagg.value,region,subregion,section,adolescent_obesity_2000,adolescent_obesity_2001,adolescent_obesity_2002,adolescent_obesity_2003,adolescent_obesity_2004,adolescent_obesity_2005,adolescent_obesity_2006,adolescent_obesity_2007,adolescent_obesity_2008,adolescent_obesity_2009,adolescent_obesity_2010,adolescent_obesity_2011,adolescent_obesity_2012,adolescent_obesity_2013,adolescent_obesity_2014,adolescent_obesity_2015,adolescent_obesity_2016,adolescent_obesity_2019,adolescent_overweight_2000,adolescent_overweight_2001,adolescent_overweight_2002,adolescent_overweight_2003,adolescent_overweight_2004,adolescent_overweight_2005,adolescent_overweight_2006,adolescent_overweight_2007,adolescent_overweight_2008,adolescent_overweight_2009,adolescent_overweight_2010,adolescent_overweight_2011,adolescent_overweight_2012,adolescent_overweight_2013,adolescent_overweight_2014,adolescent_overweight_2015,adolescent_overweight_2016,adolescent_overweight_2019,adolescent_thinness_2000,adolescent_thinness_2001,adolescent_thinness_2002,adolescent_thinness_2003,adolescent_thinness_2004,adolescent_thinness_2005,adolescent_thinness_2006,adolescent_thinness_2007,adolescent_thinness_2008,adolescent_thinness_2009,adolescent_thinness_2010,adolescent_thinness_2011,adolescent_thinness_2012,adolescent_thinness_2013,adolescent_thinness_2014,adolescent_thinness_2015,adolescent_thinness_2016,adolescent_thinness_2019
FSM,Micronesia (Federated States of),sex,Boys,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,6.42,6.93,7.48,8.08,8.73,9.43,10.17,10.96,11.79,12.67,13.59,14.54,15.53,16.55,17.59,18.64,19.72,,25.1,26.17,27.3,28.48,29.71,30.99,32.31,33.66,35.05,36.47,37.9,39.35,40.81,42.29,43.77,45.24,46.71,,0.3,0.29,0.29,0.28,0.27,0.26,0.26,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,
FSM,Micronesia (Federated States of),sex,Boys Projection,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,22.94,,,,,,,,,,,,,,,,,46.71,51.05,,,,,,,,,,,,,,,,,0.23,0.23
FSM,Micronesia (Federated States of),sex,Girls,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,9.03,9.65,10.31,11,11.73,12.49,13.29,14.11,14.96,15.83,16.71,17.62,18.54,19.47,20.41,21.36,22.31,,37.15,38.28,39.44,40.63,41.85,43.09,44.33,45.59,46.85,48.1,49.35,50.6,51.83,53.06,54.27,55.46,56.64,,0.23,0.22,0.21,0.21,0.2,0.19,0.18,0.17,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.13,
FSM,Micronesia (Federated States of),sex,Girls Projection,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,25.13,,,,,,,,,,,,,,,,,56.64,60.05,,,,,,,,,,,,,,,,,0.13,0.13
GAB,Gabon,sex,Boys,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,1.28,1.39,1.49,1.61,1.73,1.85,1.98,2.11,2.24,2.38,2.53,2.69,2.85,3.01,3.19,3.38,3.58,,5.85,6.17,6.49,6.82,7.15,7.49,7.83,8.16,8.51,8.85,9.21,9.57,9.93,10.3,10.69,11.08,11.49,,11.69,11.47,11.25,11.04,10.81,10.59,10.37,10.15,9.95,9.74,9.55,9.37,9.19,9.02,8.87,8.73,8.6,
GAB,Gabon,sex,Boys Projection,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,11.49,12.99,,,,,,,,,,,,,,,,,8.6,8.21
GAB,Gabon,sex,Girls,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,2.45,2.59,2.73,2.86,3,3.13,3.26,3.38,3.51,3.63,3.76,3.88,4,4.13,4.25,4.39,4.53,,13.66,14.09,14.51,14.92,15.32,15.71,16.09,16.46,16.82,17.17,17.51,17.85,18.18,18.51,18.84,19.17,19.5,,4.29,4.2,4.12,4.04,3.96,3.88,3.81,3.73,3.66,3.6,3.54,3.48,3.43,3.39,3.35,3.32,3.3,
GAB,Gabon,sex,Girls Projection,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,5.07,,,,,,,,,,,,,,,,,19.5,20.75,,,,,,,,,,,,,,,,,3.3,3.24
GBR,United Kingdom of Great Britain and Northern Ireland,sex,Boys,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,8.32,8.62,8.91,9.18,9.43,9.66,9.86,10.03,10.18,10.31,10.42,10.52,10.6,10.67,10.73,10.8,10.87,,27.07,27.54,27.99,28.41,28.79,29.13,29.43,29.7,29.92,30.11,30.26,30.39,30.49,30.58,30.65,30.73,30.81,,0.77,0.79,0.8,0.82,0.83,0.85,0.87,0.89,0.91,0.93,0.95,0.96,0.98,0.99,1.01,1.03,1.05,
GBR,United Kingdom of Great Britain and Northern Ireland,sex,Boys Projection,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,30.81,31.33,,,,,,,,,,,,,,,,,1.05,1.12
GBR,United Kingdom of Great Britain and Northern Ireland,sex,Girls,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,8.62,8.84,9.04,9.21,9.35,9.46,9.54,9.59,9.62,9.62,9.61,9.58,9.54,9.5,9.45,9.41,9.37,,29.47,29.83,30.15,30.43,30.67,30.87,31.03,31.16,31.25,31.32,31.37,31.4,31.41,31.42,31.43,31.44,31.45,,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,
GBR,United Kingdom of Great Britain and Northern Ireland,sex,Girls Projection,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.36,,,,,,,,,,,,,,,,,31.45,31.64,,,,,,,,,,,,,,,,,0.4,0.41
GEO,Georgia,sex,Boys,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,3.65,3.81,3.99,4.18,4.38,4.61,4.85,5.12,5.4,5.71,6.03,6.39,6.76,7.16,7.59,8.03,8.51,,12.05,12.41,12.8,13.21,13.64,14.09,14.56,15.06,15.59,16.13,16.7,17.3,17.92,18.57,19.24,19.94,20.66,,3.3,3.24,3.17,3.11,3.05,2.99,2.92,2.86,2.81,2.75,2.7,2.64,2.59,2.55,2.51,2.47,2.44,
GEO,Georgia,sex,Boys Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.95,,,,,,,,,,,,,,,,,20.66,22.9,,,,,,,,,,,,,,,,,2.44,2.37
GEO,Georgia,sex,Girls,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,1.92,2.01,2.11,2.21,2.33,2.45,2.58,2.72,2.87,3.03,3.2,3.39,3.58,3.79,4.01,4.25,4.5,,13.84,14.08,14.34,14.6,14.87,15.15,15.44,15.73,16.04,16.36,16.69,17.03,17.39,17.76,18.14,18.54,18.95,,2.89,2.87,2.86,2.85,2.85,2.85,2.86,2.86,2.87,2.89,2.9,2.93,2.95,2.97,3,3.04,3.08,
GEO,Georgia,sex,Girls Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,5.31,,,,,,,,,,,,,,,,,18.95,20.24,,,,,,,,,,,,,,,,,3.08,3.22
GHA,Ghana,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.26,0.29,0.32,0.35,0.39,0.43,0.46,0.51,0.55,0.6,0.65,0.7,0.76,0.82,0.89,0.97,1.05,,2.63,2.82,3,3.2,3.4,3.6,3.81,4.03,4.25,4.48,4.72,4.96,5.21,5.47,5.75,6.03,6.33,,13.46,13.2,12.93,12.65,12.37,12.09,11.79,11.5,11.19,10.89,10.6,10.3,10.02,9.74,9.48,9.23,9,
GHA,Ghana,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,6.33,7.45,,,,,,,,,,,,,,,,,9,8.33
GHA,Ghana,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,1.16,1.26,1.37,1.48,1.59,1.71,1.82,1.94,2.06,2.19,2.31,2.44,2.57,2.7,2.85,2.99,3.15,,8.46,8.86,9.27,9.68,10.09,10.5,10.92,11.33,11.74,12.16,12.57,12.99,13.4,13.82,14.25,14.68,15.12,,5.04,4.9,4.76,4.63,4.49,4.36,4.23,4.1,3.98,3.86,3.75,3.64,3.54,3.45,3.36,3.28,3.21,
GHA,Ghana,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.74,,,,,,,,,,,,,,,,,15.12,16.69,,,,,,,,,,,,,,,,,3.21,3.01
GIN,Guinea,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.17,0.19,0.21,0.24,0.26,0.29,0.32,0.36,0.39,0.44,0.48,0.53,0.59,0.65,0.73,0.81,0.9,,1.97,2.11,2.26,2.42,2.58,2.76,2.94,3.14,3.35,3.56,3.8,4.04,4.3,4.58,4.87,5.19,5.53,,14.06,13.82,13.57,13.31,13.04,12.77,12.48,12.2,11.91,11.62,11.33,11.05,10.78,10.52,10.26,10.02,9.79,
GIN,Guinea,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,5.53,6.71,,,,,,,,,,,,,,,,,9.79,9.15
GIN,Guinea,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.68,0.75,0.82,0.89,0.97,1.05,1.14,1.23,1.33,1.44,1.54,1.66,1.78,1.91,2.05,2.2,2.36,,6.81,7.14,7.48,7.84,8.21,8.58,8.96,9.36,9.77,10.18,10.6,11.04,11.48,11.94,12.41,12.9,13.4,,6.73,6.59,6.44,6.3,6.15,6.01,5.86,5.72,5.58,5.45,5.32,5.2,5.08,4.97,4.87,4.77,4.68,
GIN,Guinea,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,,13.4,15.08,,,,,,,,,,,,,,,,,4.68,4.44
GMB,Gambia,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.47,0.52,0.58,0.64,0.71,0.79,0.87,0.96,1.05,1.15,1.26,1.37,1.5,1.63,1.77,1.92,2.09,,3.14,3.37,3.61,3.86,4.13,4.4,4.69,4.98,5.28,5.59,5.91,6.24,6.58,6.94,7.31,7.69,8.1,,13.84,13.57,13.3,13.02,12.74,12.45,12.15,11.86,11.57,11.28,10.99,10.72,10.44,10.18,9.93,9.69,9.47,
GMB,Gambia,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.73,,,,,,,,,,,,,,,,,8.1,9.61,,,,,,,,,,,,,,,,,9.47,8.82
GMB,Gambia,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,1.26,1.37,1.49,1.61,1.74,1.87,2,2.13,2.26,2.39,2.53,2.66,2.8,2.94,3.09,3.24,3.39,,8.55,8.96,9.38,9.8,10.22,10.64,11.06,11.47,11.88,12.29,12.69,13.09,13.49,13.89,14.28,14.69,15.09,,6.91,6.76,6.61,6.45,6.3,6.16,6.01,5.87,5.74,5.61,5.49,5.37,5.26,5.16,5.07,4.98,4.9,
GMB,Gambia,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,,,,,15.09,16.62,,,,,,,,,,,,,,,,,4.9,4.67
GNB,Guinea-Bissau,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.29,0.33,0.37,0.42,0.47,0.52,0.58,0.65,0.72,0.8,0.89,0.98,1.08,1.19,1.32,1.45,1.6,,2.42,2.62,2.83,3.06,3.29,3.54,3.8,4.07,4.36,4.65,4.96,5.29,5.62,5.98,6.35,6.74,7.15,,14.43,14.16,13.89,13.61,13.32,13.03,12.73,12.43,12.13,11.83,11.53,11.24,10.95,10.67,10.41,10.15,9.91,
GNB,Guinea-Bissau,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.17,,,,,,,,,,,,,,,,,7.15,8.68,,,,,,,,,,,,,,,,,9.91,9.21
GNB,Guinea-Bissau,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.88,0.97,1.07,1.17,1.28,1.39,1.51,1.64,1.77,1.9,2.04,2.18,2.33,2.49,2.66,2.83,3.02,,7.32,7.72,8.13,8.55,8.97,9.4,9.84,10.28,10.73,11.18,11.63,12.08,12.54,13.01,13.49,13.97,14.46,,6.27,6.12,5.96,5.81,5.66,5.5,5.35,5.21,5.06,4.93,4.8,4.67,4.55,4.44,4.34,4.24,4.15,
GNB,Guinea-Bissau,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,,,,14.46,16.23,,,,,,,,,,,,,,,,,4.15,3.9
GNQ,Equatorial Guinea,sex,Boys,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,0.34,0.38,0.41,0.45,0.5,0.55,0.6,0.66,0.72,0.79,0.87,0.96,1.06,1.17,1.29,1.42,1.57,,2.27,2.43,2.6,2.78,2.97,3.17,3.39,3.62,3.87,4.13,4.41,4.72,5.04,5.39,5.76,6.16,6.6,,14.76,14.56,14.37,14.17,13.96,13.75,13.52,13.3,13.07,12.84,12.61,12.39,12.16,11.94,11.73,11.53,11.34,
GNQ,Equatorial Guinea,sex,Boys Projection,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,6.6,8.03,,,,,,,,,,,,,,,,,11.34,10.79
GNQ,Equatorial Guinea,sex,Girls,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,0.87,0.94,1.02,1.11,1.19,1.29,1.39,1.49,1.61,1.73,1.86,2,2.15,2.3,2.47,2.66,2.85,,7.52,7.86,8.22,8.58,8.95,9.34,9.74,10.15,10.58,11.02,11.47,11.95,12.44,12.95,13.48,14.03,14.59,,6.49,6.41,6.33,6.24,6.16,6.07,5.98,5.89,5.8,5.71,5.63,5.55,5.47,5.4,5.34,5.28,5.22,
GNQ,Equatorial Guinea,sex,Girls Projection,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,14.59,16.4,,,,,,,,,,,,,,,,,5.22,5.09
GRC,Greece,sex,Boys,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,11.72,12.03,12.35,12.67,12.99,13.32,13.64,13.97,14.28,14.59,14.9,15.2,15.49,15.79,16.09,16.4,16.7,,33.49,34.04,34.59,35.14,35.68,36.21,36.73,37.24,37.73,38.2,38.65,39.1,39.53,39.96,40.38,40.8,41.21,,0.82,0.81,0.8,0.79,0.78,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.72,0.72,0.72,0.72,0.73,
GRC,Greece,sex,Boys Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,17.75,,,,,,,,,,,,,,,,,41.21,42.7,,,,,,,,,,,,,,,,,0.73,0.74
GRC,Greece,sex,Girls,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,6.85,7.06,7.28,7.51,7.75,7.99,8.23,8.47,8.71,8.95,9.19,9.42,9.66,9.9,10.14,10.39,10.64,,26.25,26.69,27.12,27.57,28.02,28.47,28.91,29.36,29.79,30.22,30.64,31.05,31.46,31.86,32.27,32.67,33.07,,0.93,0.91,0.9,0.89,0.87,0.86,0.84,0.83,0.82,0.81,0.8,0.79,0.78,0.77,0.76,0.76,0.76,
GRC,Greece,sex,Girls Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.52,,,,,,,,,,,,,,,,,33.07,34.48,,,,,,,,,,,,,,,,,0.76,0.76
GRD,Grenada,sex,Boys,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,3.95,4.25,4.57,4.91,5.25,5.61,5.99,6.38,6.79,7.22,7.66,8.13,8.61,9.12,9.65,10.2,10.76,,12.59,13.28,13.98,14.7,15.44,16.2,16.97,17.77,18.58,19.42,20.29,21.18,22.1,23.04,24,24.99,26,,4.93,4.84,4.75,4.67,4.58,4.5,4.43,4.36,4.29,4.22,4.16,4.11,4.05,4.01,3.97,3.93,3.9,
GRD,Grenada,sex,Boys Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.55,,,,,,,,,,,,,,,,,26,29.13,,,,,,,,,,,,,,,,,3.9,3.81
GRD,Grenada,sex,Girls,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,4.28,4.59,4.91,5.24,5.58,5.93,6.29,6.67,7.05,7.46,7.87,8.31,8.76,9.22,9.71,10.21,10.73,,15.67,16.31,16.95,17.6,18.25,18.91,19.57,20.24,20.92,21.62,22.33,23.06,23.81,24.57,25.36,26.15,26.97,,3.64,3.61,3.59,3.57,3.56,3.55,3.54,3.54,3.54,3.55,3.56,3.57,3.59,3.61,3.63,3.66,3.69,
GRD,Grenada,sex,Girls Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,12.35,,,,,,,,,,,,,,,,,26.97,29.44,,,,,,,,,,,,,,,,,3.69,3.8
GTM,Guatemala,sex,Boys,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,3.83,4.1,4.37,4.67,4.97,5.3,5.63,5.98,6.35,6.73,7.12,7.53,7.96,8.4,8.86,9.33,9.82,,14.39,15.04,15.7,16.38,17.07,17.77,18.48,19.2,19.93,20.67,21.43,22.2,22.98,23.77,24.57,25.39,26.22,,1.74,1.7,1.66,1.61,1.57,1.54,1.5,1.47,1.43,1.4,1.38,1.35,1.33,1.31,1.29,1.28,1.27,
GTM,Guatemala,sex,Boys Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.42,,,,,,,,,,,,,,,,,26.22,28.92,,,,,,,,,,,,,,,,,1.27,1.24
GTM,Guatemala,sex,Girls,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,4.26,4.54,4.84,5.13,5.44,5.75,6.06,6.39,6.73,7.07,7.42,7.78,8.15,8.53,8.92,9.32,9.72,,19.17,19.86,20.55,21.24,21.93,22.63,23.32,24.02,24.73,25.43,26.15,26.87,27.6,28.33,29.07,29.82,30.56,,1.42,1.38,1.34,1.31,1.28,1.25,1.23,1.21,1.19,1.17,1.15,1.14,1.13,1.12,1.11,1.1,1.1,
GTM,Guatemala,sex,Girls Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.09,,,,,,,,,,,,,,,,,30.56,32.96,,,,,,,,,,,,,,,,,1.1,1.09
GUY,Guyana,sex,Boys,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,3.28,3.52,3.79,4.07,4.37,4.69,5.03,5.4,5.78,6.19,6.62,7.08,7.57,8.08,8.62,9.19,9.78,,10.85,11.44,12.05,12.69,13.36,14.06,14.79,15.56,16.35,17.18,18.04,18.94,19.88,20.85,21.84,22.87,23.94,,6.49,6.41,6.33,6.24,6.16,6.07,5.99,5.91,5.83,5.75,5.68,5.6,5.53,5.47,5.41,5.35,5.3,
GUY,Guyana,sex,Boys Projection,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.63,,,,,,,,,,,,,,,,,23.94,27.19,,,,,,,,,,,,,,,,,5.3,5.18
GUY,Guyana,sex,Girls,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,3.75,4.02,4.31,4.61,4.92,5.25,5.6,5.97,6.36,6.77,7.2,7.65,8.12,8.62,9.13,9.67,10.23,,14.19,14.77,15.36,15.97,16.6,17.25,17.91,18.6,19.31,20.04,20.79,21.57,22.38,23.21,24.06,24.93,25.82,,5.22,5.21,5.2,5.19,5.18,5.18,5.19,5.2,5.21,5.23,5.24,5.26,5.28,5.3,5.32,5.35,5.38,
GUY,Guyana,sex,Girls Projection,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.98,,,,,,,,,,,,,,,,,25.82,28.51,,,,,,,,,,,,,,,,,5.38,5.5
HND,Honduras,sex,Boys,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,3.49,3.74,4,4.29,4.58,4.89,5.22,5.56,5.91,6.28,6.66,7.06,7.47,7.9,8.35,8.81,9.28,,13.31,13.94,14.58,15.24,15.92,16.6,17.3,18.02,18.75,19.49,20.24,21,21.77,22.55,23.34,24.13,24.94,,3.18,3.11,3.04,2.97,2.9,2.84,2.77,2.71,2.65,2.59,2.54,2.49,2.44,2.4,2.37,2.34,2.32,
HND,Honduras,sex,Boys Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,10.88,,,,,,,,,,,,,,,,,24.94,27.68,,,,,,,,,,,,,,,,,2.32,2.24
HND,Honduras,sex,Girls,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,4.09,4.37,4.67,4.98,5.29,5.62,5.96,6.3,6.66,7.03,7.4,7.78,8.17,8.57,8.98,9.39,9.81,,18.17,18.86,19.56,20.26,20.96,21.67,22.38,23.09,23.81,24.53,25.25,25.97,26.7,27.43,28.15,28.88,29.6,,2.46,2.4,2.34,2.29,2.24,2.19,2.15,2.11,2.07,2.04,2.01,1.98,1.95,1.93,1.92,1.9,1.9,
HND,Honduras,sex,Girls Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.29,,,,,,,,,,,,,,,,,29.6,32.06,,,,,,,,,,,,,,,,,1.9,1.87
HRV,Croatia,sex,Boys,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,6.08,6.46,6.86,7.28,7.71,8.16,8.62,9.09,9.58,10.09,10.6,11.13,11.68,12.24,12.81,13.39,13.99,,18.83,19.57,20.33,21.12,21.93,22.76,23.62,24.5,25.39,26.3,27.22,28.17,29.13,30.11,31.09,32.09,33.09,,2.29,2.23,2.17,2.12,2.06,2,1.95,1.89,1.83,1.77,1.72,1.67,1.61,1.57,1.52,1.48,1.45,
HRV,Croatia,sex,Boys Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,15.84,,,,,,,,,,,,,,,,,33.09,36.14,,,,,,,,,,,,,,,,,1.45,1.36
HRV,Croatia,sex,Girls,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,3.34,3.56,3.78,4.02,4.26,4.52,4.78,5.06,5.35,5.64,5.94,6.26,6.58,6.92,7.27,7.63,8.01,,13.1,13.58,14.08,14.59,15.13,15.68,16.25,16.83,17.43,18.04,18.65,19.29,19.93,20.59,21.26,21.95,22.64,,1.99,1.95,1.9,1.86,1.82,1.78,1.74,1.7,1.67,1.64,1.61,1.58,1.55,1.53,1.51,1.49,1.48,
HRV,Croatia,sex,Girls Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.25,,,,,,,,,,,,,,,,,22.64,24.88,,,,,,,,,,,,,,,,,1.48,1.45
HTI,Haiti,sex,Boys,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,3.88,4.25,4.67,5.12,5.61,6.16,6.74,7.36,8.01,8.7,9.41,10.14,10.88,11.63,12.4,13.17,13.94,,12.27,13.1,14,14.96,15.99,17.08,18.21,19.39,20.6,21.83,23.08,24.33,25.57,26.8,28.02,29.23,30.42,,5.02,4.91,4.79,4.67,4.54,4.41,4.29,4.17,4.05,3.93,3.82,3.73,3.64,3.55,3.48,3.41,3.36,
HTI,Haiti,sex,Boys Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,16.69,,,,,,,,,,,,,,,,,30.42,34.75,,,,,,,,,,,,,,,,,3.36,3.14
HTI,Haiti,sex,Girls,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,2.33,2.54,2.78,3.04,3.32,3.61,3.93,4.26,4.6,4.96,5.33,5.7,6.08,6.46,6.85,7.24,7.63,,12.84,13.46,14.11,14.79,15.51,16.24,17,17.76,18.53,19.31,20.09,20.85,21.6,22.35,23.09,23.82,24.53,,4.68,4.64,4.6,4.56,4.52,4.48,4.44,4.41,4.38,4.36,4.34,4.33,4.32,4.32,4.32,4.34,4.36,
HTI,Haiti,sex,Girls Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.23,,,,,,,,,,,,,,,,,24.53,27.34,,,,,,,,,,,,,,,,,4.36,4.37
HUN,Hungary,sex,Boys,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,5.93,6.25,6.59,6.96,7.35,7.77,8.22,8.69,9.18,9.7,10.23,10.78,11.34,11.92,12.52,13.13,13.75,,19.45,20.04,20.67,21.35,22.07,22.82,23.61,24.44,25.3,26.19,27.1,28.02,28.96,29.91,30.86,31.83,32.79,,2.67,2.62,2.57,2.52,2.46,2.4,2.34,2.27,2.21,2.14,2.08,2.01,1.95,1.9,1.85,1.8,1.76,
HUN,Hungary,sex,Boys Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,15.72,,,,,,,,,,,,,,,,,32.79,35.83,,,,,,,,,,,,,,,,,1.76,1.65
HUN,Hungary,sex,Girls,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,3.77,3.96,4.17,4.39,4.64,4.89,5.16,5.45,5.74,6.05,6.36,6.69,7.03,7.37,7.73,8.09,8.46,,14.8,15.21,15.66,16.14,16.64,17.16,17.71,18.28,18.87,19.47,20.08,20.69,21.32,21.95,22.59,23.23,23.88,,1.99,1.95,1.91,1.87,1.83,1.79,1.75,1.71,1.68,1.65,1.62,1.59,1.57,1.55,1.53,1.51,1.5,
HUN,Hungary,sex,Girls Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.75,,,,,,,,,,,,,,,,,23.88,26.07,,,,,,,,,,,,,,,,,1.5,1.47
IDN,Indonesia,sex,Boys,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,1.78,2,2.24,2.49,2.75,3.03,3.32,3.63,3.95,4.29,4.64,5.02,5.41,5.81,6.24,6.68,7.14,,5.19,5.7,6.23,6.79,7.37,7.98,8.61,9.27,9.95,10.66,11.4,12.17,12.96,13.78,14.63,15.5,16.4,,13.64,13.53,13.43,13.33,13.23,13.13,13.02,12.92,12.81,12.7,12.58,12.46,12.34,12.23,12.11,11.99,11.88,
IDN,Indonesia,sex,Boys Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,8.75,,,,,,,,,,,,,,,,,16.4,19.49,,,,,,,,,,,,,,,,,11.88,11.48
